guid,Schweiz (codiert),Schweiz (uncodiert),Remarques,Bemerkungen,Osservazioni
7E3B6A86-E610-47FE-8928-95605F01D1CE,2,stark gefährdet,eaux tranquilles avec végétation abondante,vegetationsreiche stehende Gewässer,specchi d'acqua ricchi di vegetazione
6CC02244-F9DC-495E-8ECC-C1F4D35EA62E,4,potentiell gefährdet,mares de forêts à fond de feuilles mortes,laubreiche Waldgewässer,acquitrini di boschi ricchi di fogliame
A5EDA4B8-8A40-4383-9CC1-28FD8183C4CB,4,potentiell gefährdet,eaux faiblement courantes,langsam fliessende Gewässer,acque a scorrimento lento
B9BEC248-AEB9-45FD-8E29-8432C22AA99B,3,gefährdet,mares,Tümpel,stagni
5AC8FF0B-38F6-4BF1-A24C-B981F3BF2FD1,3,gefährdet,mares,Tümpel,stagni
8DD4CDA8-7AF4-4D10-A899-39D1DEC7AEA0,3,gefährdet,"mares, mares de forêts","Tümpel, laubreiche Waldgewässer","stagni, acquitrini dei boschi ricchi di fogliame"
9C9CD69F-9DD4-41FE-B782-3C58E2BF0EB3,3,gefährdet,eaux légèrement courantes avec végétation,"Tümpel mit Pflanzen, langsame Fliessgewässser","stagni con vegetazione, acque a scorrimento lento"
9DD539DC-51ED-47A6-8C20-30875EAE8C25,3,gefährdet,"marais, tourbières","Moore, Torfstiche","torbiere, cave di torba"
B16807AB-E884-46D2-AB39-49EF8D87F0D7,3,gefährdet,"ruisseaux, eaux faiblement courantes","ruhige Fliessgewässer, Bäche","acque a scorrimento lento, ruscelli"
E9AE7681-79FA-4D43-BBFB-3BA5D0BD4BA0,2,stark gefährdet,"eaux claires, faiblement courantes","klare Gewässer, langsam fliessende Bäche","acque chiare, ruscelli a scorrimento lento"
1FDDDD59-3CF4-4445-9D70-BDC75C3B2DF5,3,gefährdet,mares temporaires,temporäre Tümpel,stagni temporanei
D72943F6-77BB-4C15-8B6E-5C1989EA8044,2,stark gefährdet,"mares froides de forêts, populations variables","Waldtümpel, Populationen meist schwankend","stagni di boschi, popolazioni con oscillazioni"
428CC589-79F3-4B22-89D4-C8399AF5A923,3,gefährdet,"eaux fraîches, généralement petits ruisseaux","klare Gewässer, kleine Bäche","acque chiare, piccoli ruscelli"
199DC1EA-1986-42D6-B9F5-3AEB3E967633,3,gefährdet,"espèce boréoalpine, grandes mares et lacs alpins","grosse Tümpel, alpine Seen (boreoalpine Art)","grandi stagni, laghi alpini (specie boreoalpina)"
08073752-3103-4C77-8D71-3111A486AF6E,3,gefährdet,mares de forêts ombragées,schattige Waldtümpel mit Lehmgrund,stagni boschivi ombreggiati con fondo argilloso
8933EE6D-5562-4B4A-B403-BF0C0E43D108,2,stark gefährdet,eaux courantes,oft fliessende Gewässer,spesso in acque correnti
36A61F51-CEFC-47A7-B5D5-0DBDF8D94B4A,2,stark gefährdet,marais tourbeux,meist tn Mooren,per lo più nelle torbiere
4497AF7E-F48A-48BD-9381-C1B4EF8B514B,2,stark gefährdet,"eaux limpides, mares temporaires","klare Gewässer, Tümpel (v.a. temporäre)","acque chiare, stagni (soprattutto temporanei)"
5D2E45FD-46BC-4BD2-AEA2-4EE9AF9B69D5,4,potentiell gefährdet,"eaux stagnantes, marais","stehende Gewässer, Moore","acque ferme, torbiere"
CD9865F2-28A5-4185-A09E-93349253CDD1,2,stark gefährdet,"ruisseaux de montagne, dans les endroits calmes",Gebirgsbäche an ruhigen Stellen,ruscelli di montagna in punti con acque tranquille
41E04543-8CB5-402A-A506-71F342A577D0,1,vom Aussterben bedroht,"rivières, ruisseaux",Bäche und Flüsse an ruhigen Stellen,ruscelli e fiumi in punti con acque tranquille
A9152064-C433-4114-8BE8-700AFA445A23,2,stark gefährdet,"ruisseaux, dans les endroits calmes",Bäche an ruhigen Stellen,ruscelli in punti con acque tranquille
55AC44A0-A32E-4EF7-837B-A2DA4A0E1177,1,vom Aussterben bedroht,ruisseaux de montagne,Gebirgsbäche,ruscelli di montagna
2B36B89E-E2A4-40F7-8A03-360956171819,3,gefährdet,"mares, marais, ruisseaux","Tümpel, Bäche, Moore","stagni, ruscelli, torbiere"
7DE1F988-0DF3-4007-8B31-952D0469520C,2,stark gefährdet,"eaux stagnantes, marais","stehende Gewässer, Moore","acque ferme, torbiere"
5B32026C-08C7-4EA9-AB60-C627F788F263,3,gefährdet,"eaux stagnantes ou faiblement courantes, marais","stehende oder leicht fliessende Gewässer, Moore","acque ferme o leggermente correnti, torbiere"
6EE55BA0-CC2D-4E50-8B06-3DF129F473CE,1,vom Aussterben bedroht,"mares de montagne, marais","Tümpel, Moore","stagni, torbiere"
88B80DC6-3091-4E2D-856E-86131965E49A,1,vom Aussterben bedroht,"grands étangs, aucune nouvelle capture signalée","Fischteiche, keine neueren Funde","stagni per i pesci, piccoli ritrovamenti recenti"
0BAE3B85-2690-4CB9-B92A-E925A920E71D,4,potentiell gefährdet,"marais, eaux froides et calmes","Moore, ruhige und kalte Gewässer","torbiere, acque tranquille e fredde"
4FD730FF-0DAD-4E17-B3DB-534FBE322429,1,vom Aussterben bedroht,mares froides et ombragées avec végétation,Tümpel mit Pflanzen,stagni con vegetazione
471EA0BC-F2E3-4822-AF71-D84107C2AC19,3,gefährdet,eaux stagnantes riches en végétation,"temporäre Tümpel, vegetationsreiche Gewässer","stagni temporanei, acque ricche di vegetazione"
87B8454D-8850-4490-AE49-17658323CC20,3,gefährdet,mares riches en végétation,kalte und schattige Tümpel mit Pflanzen,stagni freddi e ombreggiati con vegetazione
E85EC339-62E6-4A36-A29F-C129E0564B5E,2,stark gefährdet,mares riches en végétation,Tümpel mit Pflanzen,stagni con vegetazione
D4BA6CAC-205A-44A2-986E-25CB0CDA5C50,1,vom Aussterben bedroht,mares et marais tourbeux,"Moore, Tümpel an moorigen Stellen","torbiere, pozze torbose"
616709F6-92DA-43DD-8823-7CD1BE9FC89F,3,gefährdet,petits cours d'eau parmi la végétation,"Kleingewässer, zwischen Wasserpflanzen","acquitrini, tra le piante acquatiche"
BD126BAF-F24F-41D4-ADFF-CC2CA8D96A90,2,stark gefährdet,mares à eaux fraîches,Tümpel mit frischem Wasser,stagni con acqua fresca
AE16993C-6A6A-4BAF-9079-9564960F0587,3,gefährdet,eaux stagnantes ou faiblement courantes,stehende und langsam fliessende Gewässer,acque ferme e a scorrimento lento
899F4FD5-46EA-4F95-93A2-1C8609BA418C,2,stark gefährdet,"mares, souvent de forêt","Tümpel, oft Waldtümpel","stagni, spesso nei boschi"
1C902FD0-1180-4C8D-84F7-1B29C07FD101,2,stark gefährdet,"mares avec végétation, carrières","Tümpel mit Pflanzen, Kiesgruben","stagni con vegetazione, cave di ghiaia"
09CE1C41-19A7-4CF5-A395-663963670FF4,3,gefährdet,"eaux stagnantes, espece acidophile","stehende Gewässer, Hochmoore (acidophile Art)","acque ferme, torbiere alte (specie acidofila)"
6B2548A5-7918-4751-9731-3C7143A84DAE,2,stark gefährdet,"marais, mares de forêts","Moore, Waldtümpel","torbiere, stagni di boschi"
5A703019-053D-4995-BE56-711C82B0126F,3,gefährdet,sources,offene Quellen,sorgenti a cielo aperto
1BC42AC5-9268-402B-8215-6326E564A7E9,2,stark gefährdet,"marais tourbeux, mares de forêts avec végétation","Moore, laubreiche Waldgewässer an moorigen Stellen","torbiere, specchi d'acqua nei boschi, ricchi di fogliame, in punti paludosi"
55FE2D60-CEF5-4235-BC8A-852BC6AE7991,3,gefährdet,"eaux froides, ruisseaux de montagne",Gebirgsbäche (kaltstenotherme Art),ruscelli alpini (specie criostenoterme)
CC5F018A-DAD5-4BAC-A9F9-E9E703A692C8,2,stark gefährdet,souvent à proximité de sources,kalte Kleingewässer in Quellnähe,"acque fredde, vicino alle sorgenti"
9279C947-7E82-4A63-AF6C-5091FD02EF87,2,stark gefährdet,mares froides à proximité de sources,"kalte Tümpel, oft in Quellnähe","stagni freddi, spesso vicino alle sorgenti"
12FB6E49-1776-4861-942A-3A00F16E857F,3,gefährdet,eaux froides et claires,"klare und kalte Gewässer, Bäche an ruhigen Stellen","acque chiare e fredde, ruscelli in punti con acque tranquille"
E7138FC1-52A5-4DB2-AB33-A805DAB4A73A,4,potentiell gefährdet,mares de forêts à fond de feuilles mortes,Waldtümpel mit viel Laub,stagni dei boschi con molto fogliame
4508C3C3-F453-4610-AD91-C9A72B720CAE,2,stark gefährdet,marais,"Moore, Gewässer","torbiere, corpi d'acqua"
88D0C327-5CCF-4324-BAAD-0CC9C1141A18,2,stark gefährdet,"mares de forêts à fond de feuilles mortes, espèce acidophile",Laubwaldtümpel (acidophile Art),stagni in boschi di latifoglie (specie acidofila)
74E47D96-98F5-4BB9-BC10-2CF4DF035676,3,gefährdet,"eaux stagnantes, mares de montagne","kleine stehende Gewässer, alpine Tümpel","piccoli specchi d'acqua, pozze alpine"
054E37B6-AF91-48DB-BC1D-1F890FD246C4,3,gefährdet,"mares élevées, alimentées par la fonte des neiges","alpine Gewässer, Schmelzwassertümpel","pozze alpine, pozze formate dallo scioglimento delle nevi"
746C6FCE-2BBB-414E-8350-D07B4A58098B,3,gefährdet,tourbières,"Hochmoore, Torfstiche","torbiere alte, cave di torba"
14B4CDAC-EBB4-4DBA-AF01-B60710B0E0C5,2,stark gefährdet,sources,offene Quellen,sorgenti a cielo aperto
834E51C2-75A6-45CD-9AEF-224929702D29,3,gefährdet,"mares, marais, espèce de montagne","Tümpel, Moore (montane Art)","stagni, torbiere (specie montana)"
07EC08CE-E387-4F28-A640-BCFAD8898AA0,3,gefährdet,"mares, eaux stagnantes avec végétation","Tümpel, stehende Gewässer mit Vegetation","stagni, acque ferme con vegetazione"
58BDCEF0-A8A1-490C-A65B-423577C08075,2,stark gefährdet,"tourbières, mares de forêts à fonds de feuilles mortes","Hochmoore, Waldtümpel mit Laub","torbiere alte, stagni dei boschi con fogliame"
2FC955DB-065F-4BE1-BC94-8CCB32CE6BF5,3,gefährdet,eaux stagnantes,"Hochmoore, Tümpel mit Vegetation","torbiere alte, stagni con vegetazione"
121BD9A1-A72B-47B1-B892-7A1541C6F7C4,4,potentiell gefährdet,"grandes mares, lacs à fond sablonneux",stehende Gewässer,acque ferme
82039B80-DD60-489F-88B8-29CACBE93554,1,vom Aussterben bedroht,mares à végétation,"grosse Tümpel, Seen mit sandigem Boden","grandi stagni, laghi con fondo sabbioso"
6035E397-3CF3-44D9-B8DD-2231AD33E27E,2,stark gefährdet,"marais, mares",Tümpel mit Vegetation,stagni con vegetazione
A4834B0A-AB40-4252-B5C6-D8B7F15AE006,2,stark gefährdet,tourbières,"Hochmoore, Torfstiche","torbiere alte, cave di torba"
D67FBB1C-34C4-4C5B-9B93-684E5113554E,2,stark gefährdet,"tourbières, espèce boréo-alpine",Hochmoore (boreoalpine Art),torbiere alte (specie boreoalpina)
22171DBC-F5B4-4AD7-811C-6ABB9D2A22A8,3,gefährdet,"bords de lacs, mares à eaux claires et à végétation","Seeufer, klare und mit Pflanzen bewachsene Tümpel","rive di laghi, stagni chiari con vegetazione"
2F71E6FF-D84C-4348-8316-DC7A00B031FF,2,stark gefährdet,marais,Moore,torbiere
7643D151-7F08-41E2-A8B6-126CA39FC06B,2,stark gefährdet,eaux stagnantes,"ruhige Gewässer, Moore","acque tranquille, torbiere"
E191ED3B-8731-46C8-B059-1CAC1A8580F0,4,potentiell gefährdet,"mares, étangs","Moore, Tümpel","torbiere, stagni"
42B795BA-0F5D-4427-BBF5-AAFB002B79DC,2,stark gefährdet,lacs de montagne et ruisseaux à fond sablonneux,Bergseen und Bäche mit sandigem Boden,laghi di montagna e ruscelli con fondo sabbioso
9C0CE31D-7033-46CB-AE68-AEECE4B90565,3,gefährdet,"eaux stagnantes ou à courant faible, fond de gravier",stehende Gewässer mit wenig Vegetation,acque ferme con poca vegetazione
BA97F139-8499-4D13-B8DC-6B2882720C83,3,gefährdet,"grandes mares, lacs","grössere Tümpel, Seen mit wenig Vegetation","grandi stagni, laghi con poca vegetazione"
3336BCEF-EF09-4D66-93AA-743282206541,1,vom Aussterben bedroht,lacs et ruisseaux de montagne,oligotrophe Seen und Bäche,laghi e ruscelli oligotrofi
9A37DC6C-BB01-44AF-AC76-3A365EB758D2,3,gefährdet,ruisseaux de montagne aux endroits tranquilles,Gebirgsbäche an ruhigen Stellen,ruscelli di montagna in punti con acque tranquille
59D3FF36-3007-4244-969C-34345D92DBFB,3,gefährdet,ruisseaux de montagne,Gebirgsbäche,ruscelli di montagna
59C17F88-DBB9-4B13-9275-BDE4381DEFB9,2,stark gefährdet,mares ombragées avec végétation,schattige Tümpel mit Pflanzen,stagni ombreggiati con vegetazione
A6C98ADD-A675-4C78-9990-D12FAE60E55E,2,stark gefährdet,mares,Tümpel,stagni
5709EC88-53F2-418B-8E74-C57FC4629DBF,3,gefährdet,mares avec végétation dense,Tümpel mit dichter Vegetation,stagni con vegetazione densa
24A7BA08-21B4-40E1-B58F-EDC866F0873F,3,gefährdet,marais avec végétation très dense,Moore mit üppiger Vegetation,torbiere con ricca vegetazione
099F2E64-3F3C-456D-B649-A78CF4A0ECCC,2,stark gefährdet,mares avec végétation et mares temporaires,"Tümpel mit Pflanzen, Überschwemmungsflächen","stagni con vegetazione, superfici inondate"
06C1E446-1543-4D55-9C8B-27A7DEB6C499,4,potentiell gefährdet,gravières et eaux faiblement courantes à fond de sable,"Kiesgruben, langsam fliessende Gewässer mit Kiesgrund","cave di ghiaia, corsi d'acqua a corrente lenta con fondo ghiaioso"
F6C4D46F-FD01-4869-A4CE-58E68E394C8E,2,stark gefährdet,bords de ruisseaux,"Rand von Bächen, oft im Strömungsbereich","bordi di ruscelli, spesso nella corrente"
BC03B028-5B5F-4005-8DB9-D87F6028675E,3,gefährdet,"mares de forêts, étangs",Wald- und Moortümpel,stagni di boschi e di torbiere
A46B0FF6-C3BB-4CE4-8C58-1ADB2345CABF,3,gefährdet,mares à fond de gravier,Gewässer mit Kiesgrund,acque con fondo ghiaioso
0A2CFFBD-DC09-47CB-A788-1421C753A597,2,stark gefährdet,bords de ruisseaux et de fossés,Ufer von Bächen und Gräben,rive di ruscelli e fossati
9AB34F7B-AEC1-4FFF-842E-75BDA9DC8428,2,stark gefährdet,eaux faiblement courantes,langsame Fliessgewässer,corsi d'acqua a corrente lenta
BA7CC1DF-C758-478B-80F2-C3204AF15286,2,stark gefährdet,étangs à Phragmites,Teiche mit Schilf,stagni con canneti
B750AC86-BC68-4559-AE57-6867488B4F4F,2,stark gefährdet,"grosses mares, eaux courantes","grosse Tümpel, fliessende Gewässer","grandi stagni, corsi d'acqua"
22C0FAF1-6875-44F3-B1EA-4B73F0E534C2,4,potentiell gefährdet,étangs à roselière,Gewässer mit Schilf,specchi e corsi d'acqua con canneti
8F605414-E0CE-4121-955C-7D0848B9BEC5,3,gefährdet,"étangs, aux endroits tranquilles",stille Buchten von Weihern,insenature tranquille di stagni
83F7D910-C067-406A-A21B-71024DC5764A,3,gefährdet,"mares, eaux stagnantes","stehende Gewässer, Tümpel","specchi d'acqua, stagni"
77066D35-B1DB-4926-A98A-27E3FE7BB510,2,stark gefährdet,"mares, marais","v.a. Moorgewässer, Tümpel","soprattutto acque di torbiere, stagni"
7EC14718-15A0-4BC9-BDE7-3856AF39F6F3,2,stark gefährdet,étangs à Phragmites,Tümpel mit Schilf,stagni con canneti
C3CEA633-0A66-47FB-987A-580177CF92CC,3,gefährdet,étangs à roselière,Gewässer mit Schilf,corsi e specchi d'acqua con canneti
C5A550A3-DFD3-421F-A2C7-73320A9AF04F,2,stark gefährdet,mares à eaux claires,,
5BB33DA0-F557-4BCD-872F-6CF97F2B4CA8,4,potentiell gefährdet,forêts de feuillus bénéficiant de chaleur,wärmebegunstigte Laubwälder,boschi di latifoglie termofili
E5F5F59B-8172-4769-A3BE-FA33B362C0DE,4,potentiell gefährdet,,,
984DEC30-BF84-49F5-9BF4-2171B8807A98,3,gefährdet,"rives ombragées, naturelles de cours d'eau","naturnahe, schattige Bachufer",rive naturalie ombreggiate dei ruscelli
EF865285-B03D-4243-B409-59D2FC1B9223,3,gefährdet,cours d'eau avec boues d'eau douce,Gewässer mit Süsswasserschwämmen,corpi d'acqua con spugne d'acqua dolce
3E278DD8-6A2B-49C7-9826-1610BD9DC9C5,3,gefährdet,cours d'eau avec boues d'eau douce,Gewässer mit Süsswasserschwämmen,corpi d'acqua con spugne d'acqua dolce
70F13A98-59C1-49A2-8B2E-027FB052E183,2,stark gefährdet,"vieilles haies, vergers","alte Hecken, Obstgärten","vecchie siepi, frutteti"
5126EFBF-217F-44AC-9A95-CCB66559A31E,4,potentiell gefährdet,,,
BDF7AA72-2590-47B0-83ED-228012F49E81,3,gefährdet,forêts alluviales en-dessous de 300 m,Auenwald unter 300 m ü.M.,boschi alluvionali sotto i 300 m s.m.
196889F0-5560-46E2-9E16-6527C304DCD7,4,potentiell gefährdet,,,
FC0931F7-AC23-43FB-9785-431CD2773814,4,potentiell gefährdet,,,
63BD8A3D-BD08-4673-BC2E-715AFA8B4EC7,3,gefährdet,,,
74A5CC24-653A-4116-9F7E-FA2B27280AF1,3,gefährdet,"chênes pubescents TI, VS","Flaumeichen TI, VS","boschi di Roverella TI, VS"
2F5F87FC-0D2B-4103-86B0-CEA9E9C5085F,3,gefährdet,Bois de Finges VS,Pfynwald VS,Pfynwald VS
FC2B8C55-55D0-406D-BF1E-0A6E7894856F,2,stark gefährdet,chênes pubescents VS,Flaumeichen VS,boschi di Roverella VS
A16E7FF7-093B-4ECA-A9FC-0816287F892B,1,vom Aussterben bedroht,seulement au sud du TI,nur Südtessin,solo Ticino meridionale
382A1958-B612-4C09-B5CD-12CCD38B894C,3,gefährdet,chênes pubescents TI,Flaumeichen Tl,boschi di Roverella TI
33994BB8-8CC1-44E6-892E-D778C6745DA5,4,potentiell gefährdet,seulement au TI,nur TI,solo TI
D6FEA04B-4A50-453D-9D21-D189D1CB163A,4,potentiell gefährdet,lisières de forêts ensoleillées,sonnige Waldränder,bordi soleggiati di boschi
09C4847A-AE2D-4A98-99A1-141A0161A4D3,2,stark gefährdet,lande des rochers VS,Felsenheide VS,brughiere su roccia VS
BDCD6F62-B4C1-4875-AB88-320649DAFFB4,1,vom Aussterben bedroht,bois pourri de châtaigner TI,Kastanienmulm TI,marciume del castagno TI
E23FD347-9BC1-40DD-A2A0-337002B29CAE,3,gefährdet,,,
880DDC2F-BF9E-491A-8D05-7F117625026C,2,stark gefährdet,,,
F9B73F63-7F99-4DBA-9EF0-C2CDCA043E6C,3,gefährdet,"prés secs, manque au TI","Trockenrasen, fehlt TI","prati secchi, manca nel TI"
BA3B8E2F-FA30-4AC4-953B-7E6D6A29A17B,2,stark gefährdet,"prés secs, manque au TI","Trockenrasen, fehlt TI","prati secchi, manca nel TI"
A1FFA18E-A37E-4ED4-BF0C-7DEE59BE046D,3,gefährdet,milieux xérothermes,trockenwarme Standorte,siti asciutti e caldi
9D46BA6F-9FFB-44AF-8C2D-40CC701E98A0,3,gefährdet,,,
88A51C21-3204-4AB4-BDEF-4139FE178D8B,3,gefährdet,,,
E911252D-B5EE-4ADC-9DDB-BF4069B03F37,2,stark gefährdet,milieux humides,Feuchtbiotope,zone umide
C2292C64-74AD-4AD1-B8F2-775B6BC77DDC,3,gefährdet,,,
8B2A3AC2-6C50-4A10-BDE3-2085DBA71BCD,1,vom Aussterben bedroht,milieux xérothermes,trockenwarme Standorte,siti asciutti e caldi
AA0F321D-16C7-4494-B8B5-4C1DFA4212F7,3,gefährdet,,,
696DA701-46C9-462E-B1ED-A61AA5E2EF82,3,gefährdet,,,
3A113509-CB32-4AB3-BFC9-29283B41F3A4,3,gefährdet,,,
CA92DB8A-068D-49CA-9AD2-ECB5E600B693,3,gefährdet,,,
0A37B2EB-A454-427D-897D-5B4E5B4FF9F2,3,gefährdet,,,
0C790DA1-537B-446F-AED5-068091A020A6,3,gefährdet,"seulement TI, milieux humides","nur TI, Feuchtbiotope","solo TI, zone umide"
CB90A80D-525A-4642-B628-582C89144B97,1,vom Aussterben bedroht,"seulement S du TI, milieux xérothermes","nur S-Tl, xerotherm","solo TI merid., siti xerotermi"
1E3618EF-CFD1-4E3C-AA0D-0A9AD6FAC67D,3,gefährdet,,,
33F1651B-20DA-4F96-86EF-600A0D3DA07A,3,gefährdet,,,
0F148D63-0C1E-438F-A620-9EC64D895BDD,3,gefährdet,"seulement TI, milieux xérothermes","nur TI, xerotherm","solo TI, siti xerotermi"
4480EFF7-4301-4D9E-B1AE-34789A7E58FF,1,vom Aussterben bedroht,"seulement TI, milieux humides","nur TI, Feuchtbiotope","solo TI, zone umide"
80734767-358A-4784-ABB9-335A11F45AD2,3,gefährdet,au S seulement en VS,im S nur im VS,al S solo in VS
823653C1-ED30-4CA8-B5FE-02E4BB074D00,2,stark gefährdet,,,
6908AB26-49B3-4F1F-AD61-3A2CDB6DF042,3,gefährdet,milieux humides,Feuchtbiotope,zone umide
8B6E8E03-581A-4588-AB70-4CAA08CB989F,1,vom Aussterben bedroht,"garides en VS, Churer Rheintal","Felsenheide VS, Churer Rheint.","steppe rocciose VS, Churer Rheintal"
CF10F9A4-9A28-4F6F-8E82-5DEA62411171,1,vom Aussterben bedroht,"champs de céréales xérothermes, GR",xerotherme Getreidefelder GR,colture di cereali xeroterme GR
5EF3B1A5-16C4-4A41-9A71-A9A2140313EE,2,stark gefährdet,,,
8CAEAE76-230C-4C15-A29E-0ED6C7D568BD,1,vom Aussterben bedroht,,,
2BB6FA55-0B1E-41A0-8F61-564A58E9CF0E,3,gefährdet,,,
DD0853AB-D6B2-4CBE-AD0D-5BF768A67691,0,ausgestorben oder verschollen,"champs cultivés, rives lacustres","Äcker, Seeufer","campi coltivati, rive di laghi"
1D53A38D-DDD3-4484-B0D4-1B8A2FE4AF76,3,gefährdet,milieux xérothermes,trockenwarme Standorte,siti asciutti e caldi
CB04D18C-F6B5-46A1-B179-E4EE8089C1B1,3,gefährdet,milieux humides,Feuchtbiotope,zone umide
A8B96ABC-340E-4111-B1D8-108FBBD6D5E2,2,stark gefährdet,rives graveleuses de lac ou de ruisseau,steinige Bach- und Seeufer,rive sassose di ruscelli e laghi
D304881C-41B9-4A8A-941A-553B979161FF,3,gefährdet,"champs cultivés, jardins","Äcker, Gärten","campi coltivati, giardini"
73503721-6DE2-4E4E-9325-031168B2888D,3,gefährdet,,,
93EDCAB6-BEC1-4943-A7E7-91DB69D3E247,2,stark gefährdet,rives sableuses de cours d'eau,Sandige Flussufer,rive sabbiose di fiumi
827D397C-EBCC-4FDE-BBE6-C865549CDCE2,0,ausgestorben oder verschollen,"bancs de sable avec vase, GE","Schlammige Sandbänke, GE",banchi fangosi di sabbia GE
6E1D6640-E38B-458B-8998-7A3ECAD83CA3,0,ausgestorben oder verschollen,"bancs de sable avec vase, GE","Schlammige Sandbänke, GE",banchi fangosi di sabbia GE
1301AD3C-DAD9-443E-91AB-3B44128962B2,3,gefährdet,milieux xérothermes,trockenwarme Standorte,siti asciutti e caldi
702C77A6-C244-4315-92CC-D60AFD0DDA7C,3,gefährdet,milieux xérothermes,trockenwarme Standorte,siti asciutti e caldi
A9577518-B9F4-4EB8-8AB1-2C507C79B180,3,gefährdet,dans les Alpes: non menacée,in den Alpen nicht gefährdet,area alpina: non minacciata
119C476A-3988-490F-A562-9BBA5BB2E0D5,3,gefährdet,en VS: disparu,im VS verschollen,non più reperibile in VS
18B2213E-28D2-4585-B545-167D9C701880,3,gefährdet,,,
E3A30FF6-3F37-402B-9B31-45A3409430DF,3,gefährdet,,,
A1FB5A20-1239-4E88-B0CE-67E656319A10,2,stark gefährdet,zones alluviales,Alluvionsflächen,zone alluvionali
AB93DCFC-3CF5-4A72-B09C-41A23116B087,3,gefährdet,,,
930F7E5C-BA4C-41F3-AA1B-3FA890CC0709,3,gefährdet,,,
ED01640C-52B4-489A-A29E-30F883B3EE03,3,gefährdet,milieux humides,Feuchtbiotope,zone umide
5AC6DB23-20EF-4202-AA03-E2176688E880,1,vom Aussterben bedroht,zones alluviales alpines,alpine Alluvionsflächen,zone alluvionali alpine
30F99911-B873-47ED-8707-BB2AC0519FBB,3,gefährdet,,,
B1F6AC7B-9B0A-4D68-8E99-1626BA54526E,3,gefährdet,,,
81EB35A6-D2F4-4B2A-B2A5-96A434EF3B01,1,vom Aussterben bedroht,"bancs de sable avec gravier, Alpes","sandige Kiesbänke, Alpen","banchi sabbiosi di ghiaia, Alpi"
508F68ED-C3D5-411A-9376-7F0A91473C40,1,vom Aussterben bedroht,"Mendrisiotto, GE","Mendrisiotto, GE","Mendrisiotto, GE"
9A5AFCF4-7D80-4367-BAA3-0783EAB206B6,1,vom Aussterben bedroht,,,
78B50E04-A43F-4D3B-AB37-4B81C09EE333,2,stark gefährdet,milieux secs,trockene Biotope,siti asciutti
0682D8B1-4ED8-4DD4-8096-4B75FBFAEDE9,1,vom Aussterben bedroht,garides en VS,Felsenheide VS,steppe rocciose VS
09E37D90-018B-40B5-97C6-96E07AFF2D85,3,gefährdet,,,
FB759137-902D-4869-8E2C-A36F0D1B2E81,3,gefährdet,,,
97BFDB54-EA95-4513-B93A-DBB74D9215DA,3,gefährdet,,,
EEAFA2D4-E94C-43CE-983E-016307D5B5ED,0,ausgestorben oder verschollen,"milieux humides, GE","Feuchtbiotope, GE",zone umide GE
18D0585C-06B5-4A41-B3EF-BAC32659499C,3,gefährdet,,,
159317B2-279B-4126-8B1C-D43F6D159EBC,1,vom Aussterben bedroht,zones sablonneuses et graveleuses,Sand- und Kiesflächen,siti ghiaiosi e sabbiosi
132C7490-ECBC-4EC2-9B9F-FE8DF6B1D665,3,gefährdet,milieux xérothermes,trockenwarme Biotope,siti asciutti e caldi
BC3FFB9C-9735-41C3-A44C-9EDFDB03AFE1,3,gefährdet,"zones lentiques, végétation (étage collinéen)","Stillwasser, Vegetation (kollin)","acque stagnanti, vegetazione (zona collinare)"
C74C17CA-C03F-4FC4-B445-53AF0C1E0C2A,4,potentiell gefährdet,zones lentiques,Stillwasser,acque stagnanti
D2AEDFDB-133D-45CD-9082-B904BF0DA59D,1,vom Aussterben bedroht,"dernière donnée 1947, Thur près de Nesslau","letzter Nachweis 1947, Thur bei Nesslau","ultimo ritrovamento 1947, Thur presso Nesslau"
B32AAFF4-2B0E-4BD9-98D9-E0B3F03DB5DE,2,stark gefährdet,"Sarine, Singine","Saane, Sense","Saane, Sense"
6E18C4ED-60C6-4F01-9689-DECB39C1BE4E,1,vom Aussterben bedroht,Thur près de Kleinandelfingen,Thur bei Kleinandelfingen,Thur presso Kleinandelfingen
EBC159A4-2AD4-43D5-AA06-71BCF499F536,4,potentiell gefährdet,pas sur substrat cristallin; ruisselets des Préalpes,"nicht auf Urgestein, kleine Voralpenbäche",non su rocce cristalline; piccoli torrenti delle Prealpi
2603FB29-14C1-443E-BCEB-CE08112858F4,1,vom Aussterben bedroht,"source de l'Orbe, Vallorbe","Quelle der Orbe, Vallorbe","sorgente del fiume Orbe, Vallorbe"
8C11DFC2-D8A2-4CF9-AC0B-D1045EBCF79F,4,potentiell gefährdet,rivières du Plateau,Mittellandflüsse,fiumi dell'Altipiano
AE837439-0476-4ED4-81F3-AC6EF8CEDD8D,4,potentiell gefährdet,zones lentiques,Stillwasser,acque stagnanti
3B75631F-B45D-4E02-8585-77BBC5839B86,4,potentiell gefährdet,Rhin,Rhein,Reno
5D044A74-4AAA-45AD-BD4A-55B51FE54620,2,stark gefährdet,"Sarine, Singine","Saane, Sense","Saane, Sense"
68E4C344-0EA6-46FE-8CE8-A441E2812EC0,3,gefährdet,sur substrat cristallin; Suisse orientale,"auf Urgestein, Ostschweiz",su rocce cristalline; Svizzera orientale
